SOW_ID,Customer_Name,Product_Sub_Category,2024_Contribution_Pct,2025_Contribution_Pct,2026_Contribution_Pct
3052,Bpost limited (Radical Inc),Supplier,50,50,50
3053,Bpost limited (Radical Inc),Contract,50,50,50
3053,Bpost limited (Radical Inc),Supplier,50,50,50
1522,Bridgestone Asia Paific PTE LTD,Sourcing (Indirect),100,100,100
1980,Bridgestone Asia Paific PTE LTD,Projects,100,100,100
176,"Brighthouse Services, LLC",Sourcing (Indirect),11.8,11.8,11.8
176,"Brighthouse Services, LLC",Spend,13.8,13.8,13.8
176,"Brighthouse Services, LLC",Contract,11.8,11.8,11.8
176,"Brighthouse Services, LLC",Supplier,11.8,11.8,11.8
176,"Brighthouse Services, LLC",P2O,26.7,26.7,26.7
176,"Brighthouse Services, LLC",A/P,13.4,13.4,13.4
176,"Brighthouse Services, LLC",Projects,10.6,10.6,10.6
2139,Browne Jacobson LLP,Contract,43,43,43
2139,Browne Jacobson LLP,Supplier,57,57,57
1746,Bumi Armada Automation International Sdn Bhd,Supplier,100,100,100
2438,Bumi Armada Automation International Sdn Bhd,Sourcing (Indirect),100,100,100
2740,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Sourcing (Indirect),37.5,37.5,37.5
2740,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Contract,62.5,62.5,62.5
2741,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Sourcing (Indirect),50,50,50
2741,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Contract,50,50,50
3349,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Supplier,100,100,100
3350,"CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC, (CDPQ)",Supplier,100,100,100
3263,"Cellular South, Inc. dba C Spire",Sourcing (Indirect),100,100,100
1405,Cargill Incorporated,Spend,87.5,87.5,87.5
1405,Cargill Incorporated,Cat WB,12.5,12.5,12.5
1563,Carigali Hess,Sourcing (Indirect),44.7,44.7,44.7
1563,Carigali Hess,Contract,11.4,11.4,11.4
1563,Carigali Hess,Supplier,9.3,9.3,9.3
1563,Carigali Hess,A/P,34.6,34.6,34.6
3010,Carigali Hess,Sourcing (Indirect),20.2,20.2,20.2
3010,Carigali Hess,Contract,10.1,10.1,10.1
3010,Carigali Hess,Supplier,19.2,19.2,19.2
3010,Carigali Hess,A/P,50.5,50.5,50.5
3011,Carigali Hess,Sourcing (Indirect),20.2,20.2,20.2
3011,Carigali Hess,Contract,10.1,10.1,10.1
3011,Carigali Hess,Supplier,19.2,19.2,19.2
3011,Carigali Hess,A/P,50.5,50.5,50.5
2309,CARIGALI-PTTEPI Operating Company Sdn. Bhd.,Sourcing (Indirect),26.8,26.8,26.8
2309,CARIGALI-PTTEPI Operating Company Sdn. Bhd.,Contract,26.8,26.8,26.8
2309,CARIGALI-PTTEPI Operating Company Sdn. Bhd.,Supplier,24.9,24.9,24.9
2309,CARIGALI-PTTEPI Operating Company Sdn. Bhd.,Projects,21.4,21.4,21.4
1298,Carlisle Companies Incorporated,Contract,100,100,100
2463,Carvajal Propiedades e Inversiones S.A.,Sourcing (Indirect),12.9,12.9,12.9
2463,Carvajal Propiedades e Inversiones S.A.,Spend,35.5,35.5,35.5
2463,Carvajal Propiedades e Inversiones S.A.,Contract,12.9,12.9,12.9
2463,Carvajal Propiedades e Inversiones S.A.,Supplier,12.9,12.9,12.9
2463,Carvajal Propiedades e Inversiones S.A.,Projects,12.9,12.9,12.9
2463,Carvajal Propiedades e Inversiones S.A.,ICM,12.9,12.9,12.9
2464,Carvajal Propiedades e Inversiones S.A.,Sourcing (Indirect),12.9,12.9,12.9
2464,Carvajal Propiedades e Inversiones S.A.,Spend,35.5,35.5,35.5
2464,Carvajal Propiedades e Inversiones S.A.,Contract,12.9,12.9,12.9
2464,Carvajal Propiedades e Inversiones S.A.,Supplier,12.9,12.9,12.9
2464,Carvajal Propiedades e Inversiones S.A.,Projects,12.9,12.9,12.9
2464,Carvajal Propiedades e Inversiones S.A.,ICM,12.9,12.9,12.9
1411,Caterpillar Inc.,Sourcing (Indirect),17.5,17.5,17.5
1411,Caterpillar Inc.,Spend,35,35,35
1411,Caterpillar Inc.,Contract,12.4,12.4,12.4
1411,Caterpillar Inc.,Projects,17.5,17.5,17.5
1411,Caterpillar Inc.,ICM,17.5,17.5,17.5
1412,Caterpillar Inc.,Sourcing (Indirect),20,20,20
1412,Caterpillar Inc.,Spend,40,40,40
1412,Caterpillar Inc.,Projects,20,20,20
1412,Caterpillar Inc.,ICM,20,20,20
2631,Caterpillar Inc.,Sourcing (Indirect),20,20,20
2631,Caterpillar Inc.,Spend,40,40,40
2631,Caterpillar Inc.,Projects,20,20,20
2631,Caterpillar Inc.,Cat WB,20,20,20
3139,Caterpillar Inc.,Catalog Mgmt,100,100,100
2283,Caterpillar Inc.,Supplier,100,100,100
1664,Caterpillar Inc.,Sourcing (Indirect),6.1,6.1,6.1
1664,Caterpillar Inc.,Spend,57.4,57.4,57.4
1664,Caterpillar Inc.,Contract,6.1,6.1,6.1
1664,Caterpillar Inc.,Supplier,6.1,6.1,6.1
1664,Caterpillar Inc.,Projects,6.1,6.1,6.1
1664,Caterpillar Inc.,ICM,6.1,6.1,6.1
1664,Caterpillar Inc.,Should Cost,6.1,6.1,6.1
1664,Caterpillar Inc.,MDM item Master Gov,6.1,6.1,6.1
1665,Caterpillar Inc.,Sourcing (Indirect),18.3,18.3,18.3
1665,Caterpillar Inc.,Spend,12.3,12.3,12.3
1665,Caterpillar Inc.,Contract,8.2,8.2,8.2
1665,Caterpillar Inc.,Supplier,18.3,18.3,18.3
1665,Caterpillar Inc.,Projects,8.2,8.2,8.2
1665,Caterpillar Inc.,ICM,8.2,8.2,8.2
1665,Caterpillar Inc.,Should Cost,8.2,8.2,8.2
1665,Caterpillar Inc.,MDM item Master Gov,18.3,18.3,18.3
2800,Caterpillar Inc.,Sourcing (Indirect),18.3,18.3,18.3
2800,Caterpillar Inc.,Spend,12.3,12.3,12.3
2800,Caterpillar Inc.,Contract,8.2,8.2,8.2
2800,Caterpillar Inc.,Supplier,18.3,18.3,18.3
2800,Caterpillar Inc.,Projects,8.2,8.2,8.2
2800,Caterpillar Inc.,Cat WB,8.2,8.2,8.2
2800,Caterpillar Inc.,Should Cost,8.2,8.2,8.2
2800,Caterpillar Inc.,MDM item Master Gov,18.3,18.3,18.3
3154,Caterpillar Inc.,Sourcing (Indirect),18.3,18.3,18.3
3154,Caterpillar Inc.,Spend,12.3,12.3,12.3
3154,Caterpillar Inc.,Contract,8.2,8.2,8.2
3154,Caterpillar Inc.,Supplier,18.3,18.3,18.3
3154,Caterpillar Inc.,Projects,8.2,8.2,8.2
3154,Caterpillar Inc.,Cat WB,8.2,8.2,8.2
3154,Caterpillar Inc.,Should Cost,8.2,8.2,8.2
3154,Caterpillar Inc.,MDM item Master Gov,18.3,18.3,18.3
3570,Caterpillar Inc.,Sourcing (Indirect),0,18.3,18.3
3570,Caterpillar Inc.,Spend,0,12.3,12.3
3570,Caterpillar Inc.,Contract,0,8.2,8.2
3570,Caterpillar Inc.,Supplier,0,18.3,18.3
3570,Caterpillar Inc.,Projects,0,8.2,8.2
3570,Caterpillar Inc.,Cat WB,0,8.2,8.2
3570,Caterpillar Inc.,Should Cost,0,8.2,8.2
3570,Caterpillar Inc.,MDM item Master Gov,0,18.3,18.3
2278,Caterpillar Inc.,Sourcing (Indirect),7.2,7.2,7.2
2278,Caterpillar Inc.,Spend,35.9,35.9,35.9
2278,Caterpillar Inc.,Contract,7.2,7.2,7.2
2278,Caterpillar Inc.,Supplier,7.2,7.2,7.2
2278,Caterpillar Inc.,Projects,7.2,7.2,7.2
2278,Caterpillar Inc.,Cat WB,20.8,20.8,20.8
2278,Caterpillar Inc.,MDM,14.7,14.7,14.7
2859,Caterpillar Inc.,Contract,100,100,100
3253,Caterpillar Inc. (Accenture),P2O,100,100,100
3143,Caterpillar Inc.,Contract,100,100,100
3043,Caterpillar Inc.,Sourcing (Indirect),7,7,7
3043,Caterpillar Inc.,Spend,7,7,7
3043,Caterpillar Inc.,Contract,7,7,7
3043,Caterpillar Inc.,Supplier,7,7,7
3043,Caterpillar Inc.,Projects,7,7,7
3043,Caterpillar Inc.,Cat WB,7,7,7
3043,Caterpillar Inc.,Should Cost,10,10,10
3043,Caterpillar Inc.,Click,48,48,48
2391,Carrefour Global Sourcing Asia Limited,Sourcing (Indirect),100,100,100
197,"CCBCC Operations, LLC",Spend,100,100,100
2620,CEGID,Sourcing (Indirect),25,25,25
2620,CEGID,Spend,25,25,25
2620,CEGID,Contract,25,25,25
2620,CEGID,Supplier,25,25,25
2638,CEGID,Sourcing (Indirect),25,25,25
2638,CEGID,Spend,25,25,25
2638,CEGID,Contract,25,25,25
2638,CEGID,Supplier,25,25,25
3725,Central 1 Credit Union,Sourcing (Indirect),0,16.7,16.7
3725,Central 1 Credit Union,Spend,0,16.7,16.7
3725,Central 1 Credit Union,Contract,0,16.7,16.7
3725,Central 1 Credit Union,Projects,0,16.7,16.7
3725,Central 1 Credit Union,ICM,0,16.7,16.7
3725,Central 1 Credit Union,TPRM,0,16.7,16.7
3725,Central 1 Credit Union,Other (Pendo),0,0,0
1990,ChampionX LLC,Sourcing (Indirect),10.9,10.9,10.9
1990,ChampionX LLC,Spend,10.7,10.7,10.7
1990,ChampionX LLC,Contract,10.9,10.9,10.9
1990,ChampionX LLC,Supplier,10.9,10.9,10.9
1990,ChampionX LLC,P2O,30.6,30.6,30.6
1990,ChampionX LLC,A/P,15.3,15.3,15.3
1990,ChampionX LLC,Projects,10.9,10.9,10.9
1991,ChampionX LLC,Sourcing (Indirect),10.9,10.9,10.9
1991,ChampionX LLC,Spend,10.7,10.7,10.7
1991,ChampionX LLC,Contract,10.9,10.9,10.9
1991,ChampionX LLC,Supplier,10.9,10.9,10.9
1991,ChampionX LLC,P2O,30.6,30.6,30.6
1991,ChampionX LLC,A/P,15.3,15.3,15.3
1991,ChampionX LLC,Projects,10.9,10.9,10.9
1838,"Chargepoint, Inc.",Sourcing (Indirect),20.4,20.4,20.4
1838,"Chargepoint, Inc.",Spend,59.2,59.2,59.2
1838,"Chargepoint, Inc.",Contract,20.4,20.4,20.4
1205,"Cheniere Energy, Inc.",Sourcing (Indirect),33.3,33.3,33.3
1205,"Cheniere Energy, Inc.",Contract,33.3,33.3,33.3
1205,"Cheniere Energy, Inc.",Supplier,8.3,8.3,8.3
1205,"Cheniere Energy, Inc.",Projects,25,25,25
1957,"Cheniere Energy, Inc.",Spend,100,100,100
1556,The Cheesecake Factory Incorporated,Sourcing (Indirect),33.3,33.3,33.3
1556,The Cheesecake Factory Incorporated,Contract,33.3,33.3,33.3
1556,The Cheesecake Factory Incorporated,Supplier,33.3,33.3,33.3
217,Chevron Services Company,Sourcing (Indirect),5,5,5
217,Chevron Services Company,Contract,15,15,15
217,Chevron Services Company,Supplier,15,15,15
217,Chevron Services Company,P2O,36,36,36
217,Chevron Services Company,A/P,24,24,24
217,Chevron Services Company,Projects,5,5,5
941,Chevron Services Company,Sourcing (Indirect),5,5,5
941,Chevron Services Company,Contract,15,15,15
941,Chevron Services Company,Supplier,15,15,15
941,Chevron Services Company,P2O,36,36,36
941,Chevron Services Company,A/P,24,24,24
941,Chevron Services Company,Projects,5,5,5
942,Chevron Services Company,Sourcing (Indirect),5,5,5
942,Chevron Services Company,Contract,15,15,15
942,Chevron Services Company,Supplier,15,15,15
942,Chevron Services Company,P2O,36,36,36
942,Chevron Services Company,A/P,24,24,24
942,Chevron Services Company,Projects,5,5,5
1240,Chevron Services Company,Sourcing (Indirect),12.5,12.5,12.5
1240,Chevron Services Company,Contract,12.5,12.5,12.5
1240,Chevron Services Company,Supplier,12.5,12.5,12.5
1240,Chevron Services Company,P2O,30,30,30
1240,Chevron Services Company,A/P,20,20,20
1240,Chevron Services Company,Projects,12.5,12.5,12.5
1327,Chevron Services Company,Sourcing (Indirect),5,5,5
1327,Chevron Services Company,Contract,15,15,15
1327,Chevron Services Company,Supplier,15,15,15
1327,Chevron Services Company,P2O,36,36,36
1327,Chevron Services Company,A/P,24,24,24
1327,Chevron Services Company,Projects,5,5,5
2946,Chevron Services Company,Sourcing (Indirect),5,5,5
2946,Chevron Services Company,Contract,15,15,15
2946,Chevron Services Company,Supplier,15,15,15
2946,Chevron Services Company,P2O,36,36,36
2946,Chevron Services Company,A/P,24,24,24
2946,Chevron Services Company,Projects,5,5,5
1341,Chevron Services Company,Warehouse,0,100,100
1341,Chevron Services Company,Nexxe (Other),100,0,0
1361,Chevron Services Company,Warehouse,0,100,100
1361,Chevron Services Company,Nexxe (Other),100,0,0
1362,Chevron Services Company,Click,100,100,100
1570,Chevron Services Company,P2O,100,100,100
225,"Chick-fil-A, Inc.",Spend,100,100,100
1091,Chivas Brothers Limited,Sourcing (Indirect),16.4,16.4,16.4
1091,Chivas Brothers Limited,Spend,34.3,34.3,34.3
1091,Chivas Brothers Limited,Contract,16.4,16.4,16.4
1091,Chivas Brothers Limited,Supplier,16.4,16.4,16.4
1091,Chivas Brothers Limited,Projects,16.4,16.4,16.4
1091,Chivas Brothers Limited,Other (Pendo),0,0,0
1659,Pernod Ricard SA,Sourcing (Indirect),58.7,58.7,58.7
1659,Pernod Ricard SA,Spend,41.3,41.3,41.3
1941,The Absolut Company,Sourcing (Indirect),17.7,17.7,17.7
1941,The Absolut Company,Spend,29.2,29.2,29.2
1941,The Absolut Company,Contract,17.7,17.7,17.7
1941,The Absolut Company,Supplier,17.7,17.7,17.7
1941,The Absolut Company,Projects,17.7,17.7,17.7
2174,Pernod Ricard SA,Spend,100,100,100
2374,Pernod Ricard SA,Spend,100,100,100
1459,"Church & Dwight Co., Inc.",Sourcing (Indirect),50,50,50
1459,"Church & Dwight Co., Inc.",Spend,50,50,50
1615,"Church & Dwight Co., Inc.",P2O,66.7,66.7,66.7
1615,"Church & Dwight Co., Inc.",A/P,33.3,33.3,33.3
1932,"Church & Dwight Co., Inc.",P2O,66.7,66.7,66.7
1932,"Church & Dwight Co., Inc.",A/P,33.3,33.3,33.3
234,Cincinnati Bell,Sourcing (Indirect),33.3,33.3,33.3
234,Cincinnati Bell,Contract,33.3,33.3,33.3
234,Cincinnati Bell,Supplier,33.3,33.3,33.3
235,Cincinnati Bell,P2O,66.7,66.7,66.7
235,Cincinnati Bell,A/P,33.3,33.3,33.3
238,Cincinnati Bell,Other (Pendo),100,100,100
1243,"Citigroup Technology, Inc.",Sourcing (Indirect),25,25,25
1243,"Citigroup Technology, Inc.",Contract,25,25,25
1243,"Citigroup Technology, Inc.",Supplier,25,25,25
1243,"Citigroup Technology, Inc.",Projects,25,25,25
2513,"Citigroup Technology, Inc.",Sourcing (Indirect),25,25,25
2513,"Citigroup Technology, Inc.",Contract,25,25,25
2513,"Citigroup Technology, Inc.",Supplier,25,25,25
2513,"Citigroup Technology, Inc.",Projects,25,25,25
1244,"Citigroup Technology, Inc.",Sourcing (Indirect),25,25,25
1244,"Citigroup Technology, Inc.",Contract,25,25,25
1244,"Citigroup Technology, Inc.",Supplier,25,25,25
1244,"Citigroup Technology, Inc.",Projects,25,25,25
3785,"Citigroup Technology, Inc.",Supplier,0,100,100
1189,CITGO Petroleum Corporation,Sourcing (Indirect),33.3,33.3,33.3
1189,CITGO Petroleum Corporation,Contract,33.3,33.3,33.3
1189,CITGO Petroleum Corporation,Supplier,33.3,33.3,33.3
1609,CITGO Petroleum Corporation,Projects,100,100,100
2956,CITGO Petroleum Corporation,Spend,100,100,100
2957,CITGO Petroleum Corporation,Spend,100,100,100
2920,CITGO Petroleum Corporation,Contract,50,50,50
2920,CITGO Petroleum Corporation,Supplier,50,50,50
1611,Hindustan Coca-Cola Beverages Pvt. Ltd.,Supplier,100,100,100
2687,COCA-COLA BEVERAGES SRI LANKA LIMITED,Sourcing (Indirect),100,100,100
2688,COCA-COLA BEVERAGES SRI LANKA LIMITED,Sourcing (Indirect),100,100,100
2732,Swire Coca-Cola (China) Ltd.,Sourcing (Indirect),9.7,9.7,9.7
2732,Swire Coca-Cola (China) Ltd.,Spend,26.4,26.4,26.4
2732,Swire Coca-Cola (China) Ltd.,Contract,9.7,9.7,9.7
2732,Swire Coca-Cola (China) Ltd.,P2O,36.1,36.1,36.1
2732,Swire Coca-Cola (China) Ltd.,A/P,18.1,18.1,18.1
2733,Swire Coca-Cola (China) Ltd.,Sourcing (Indirect),6.8,6.8,6.8
2733,Swire Coca-Cola (China) Ltd.,Spend,18,18,18
2733,Swire Coca-Cola (China) Ltd.,Contract,8.9,8.9,8.9
2733,Swire Coca-Cola (China) Ltd.,P2O,44.1,44.1,44.1
2733,Swire Coca-Cola (China) Ltd.,A/P,22.1,22.1,22.1
3892,Swire Shipping Pte. Ltd,Contract,0,100,100
3209,"Collaborative Work Environment, LLC",Spend,100,100,100
1613,COMDATA,Sourcing (Indirect),10,10,10
1613,COMDATA,Contract,15.1,15.1,15.1
1613,COMDATA,Supplier,10,10,10
1613,COMDATA,P2O,64.9,64.9,64.9
947,ConocoPhillips Company,Sourcing (Indirect),50,50,50
947,ConocoPhillips Company,Contract,50,50,50
948,ConocoPhillips Company,Sourcing (Indirect),50,50,50
948,ConocoPhillips Company,Contract,50,50,50
3762,ConocoPhillips Company,Sourcing (Indirect),0,50,50
3762,ConocoPhillips Company,Contract,0,50,50
1931,ConocoPhillips Company,Supplier,11,11,11
1931,ConocoPhillips Company,P2O,49.2,49.2,49.2
1931,ConocoPhillips Company,A/P,24.6,24.6,24.6
1931,ConocoPhillips Company,Inventory,15.3,15.3,15.3
2064,ConocoPhillips Company,P2O,66.7,66.7,66.7
2064,ConocoPhillips Company,A/P,33.3,33.3,33.3
2412,ConocoPhillips Company,P2O,66.7,66.7,66.7
2412,ConocoPhillips Company,A/P,33.3,33.3,33.3
2810,ConocoPhillips Company,P2O,66.7,66.7,66.7
2810,ConocoPhillips Company,A/P,33.3,33.3,33.3
3223,PricewaterhouseCoopers Advisory Services LLC,Other (Pendo),100,100,100
2473,Costa Limited,Sourcing (Indirect),33.3,33.3,33.3
2473,Costa Limited,Contract,33.3,33.3,33.3
2473,Costa Limited,Supplier,33.3,33.3,33.3
1897,PricewaterhouseCoopers Advisory Services LLC,P2O,66.7,66.7,66.7
1897,PricewaterhouseCoopers Advisory Services LLC,A/P,33.3,33.3,33.3
3421,PricewaterhouseCoopers Advisory Services LLC,P2O,66.7,66.7,66.7
3421,PricewaterhouseCoopers Advisory Services LLC,A/P,33.3,33.3,33.3
2417,PricewaterhouseCoopers Advisory Services LLC,P2O,66.7,66.7,66.7
2417,PricewaterhouseCoopers Advisory Services LLC,A/P,33.3,33.3,33.3
3652,PricewaterhouseCoopers Advisory Services LLC,P2O,0,66.7,66.7
3652,PricewaterhouseCoopers Advisory Services LLC,A/P,0,33.3,33.3
3558,PricewaterhouseCoopers Advisory Services LLC,Click,0,100,100
2702,PricewaterhouseCoopers Advisory Services LLC,P2O,66.7,66.7,66.7
2702,PricewaterhouseCoopers Advisory Services LLC,A/P,33.3,33.3,33.3
2919,ConocoPhillips Company,P2O,66.7,66.7,66.7
2919,ConocoPhillips Company,A/P,33.3,33.3,33.3
3616,PricewaterhouseCoopers Advisory Services LLC,P2O,0,66.7,66.7
3616,PricewaterhouseCoopers Advisory Services LLC,A/P,0,33.3,33.3
2514,ConocoPhillips Company,P2O,66.7,66.7,66.7
2514,ConocoPhillips Company,A/P,33.3,33.3,33.3
2156,ConocoPhillips Company,Projects,100,100,100
3617,PricewaterhouseCoopers Advisory Services LLC,P2O,0,66.7,66.7
3617,PricewaterhouseCoopers Advisory Services LLC,A/P,0,33.3,33.3
2621,PricewaterhouseCoopers Advisory Services LLC,Projects,100,100,100
2192,Cooper Tire & Rubber Company,Contract,100,100,100
1535,"CORPORATIVO BIMBO, S.A. DE C.V.,",Sourcing (Indirect),100,100,100
3865,"CORPORATIVO BIMBO, S.A. DE C.V.,",P2O,0,63.2,63.2
3865,"CORPORATIVO BIMBO, S.A. DE C.V.,",A/P,0,31.6,31.6
3865,"CORPORATIVO BIMBO, S.A. DE C.V.,",Click,0,5.1,5.1
2307,CORE Electric Cooperative,Contract,100,100,100
2674,7-Eleven Inc,Sourcing (Indirect),4.6,4.6,4.6
2674,7-Eleven Inc,Spend,26,26,26
2674,7-Eleven Inc,Contract,4.6,4.6,4.6
2674,7-Eleven Inc,Supplier,4.6,4.6,4.6
2674,7-Eleven Inc,P2O,30.6,30.6,30.6
2674,7-Eleven Inc,A/P,15.3,15.3,15.3
2674,7-Eleven Inc,Projects,4.6,4.6,4.6
2674,7-Eleven Inc,ICM,4.6,4.6,4.6
2674,7-Eleven Inc,Should Cost,4.9,4.9,4.9
2674,7-Eleven Inc,Other (Pendo),0,0,0
2675,7-Eleven Inc,Sourcing (Indirect),12.5,12.5,12.5
2675,7-Eleven Inc,Spend,12.5,12.5,12.5
2675,7-Eleven Inc,Contract,12.5,12.5,12.5
2675,7-Eleven Inc,Supplier,12.5,12.5,12.5
2675,7-Eleven Inc,A/P,12.5,12.5,12.5
2675,7-Eleven Inc,Projects,12.5,12.5,12.5
2675,7-Eleven Inc,ICM,12.5,12.5,12.5
2675,7-Eleven Inc,Should Cost,12.5,12.5,12.5
2311,Companhia Brasileira De Aluminio,Spend,100,100,100
1445,Colorado Springs Utilities,Sourcing (Indirect),20.1,20.1,20.1
1445,Colorado Springs Utilities,Spend,25.6,25.6,25.6
1445,Colorado Springs Utilities,Contract,17.8,17.8,17.8
1445,Colorado Springs Utilities,Supplier,17.8,17.8,17.8
1445,Colorado Springs Utilities,Should Cost,18.7,18.7,18.7
1514,Colorado Springs Utilities,Projects,100,100,100
259,Cox Communications,Sourcing (Indirect),33.3,33.3,33.3
259,Cox Communications,Contract,33.3,33.3,33.3
259,Cox Communications,Supplier,33.3,33.3,33.3
261,Crescent Point Energy,Spend,65.6,65.6,65.6
261,Crescent Point Energy,Contract,34.4,34.4,34.4
2738,"Cupertino Electric, Inc.",Supplier,100,100,100
2739,"Cupertino Electric, Inc.",Supplier,100,100,100
1421,"Danone US, LLC",MDM,100,100,100
3703,Daikin Europe N.V.,Sourcing (Indirect),0,100,100
3704,Daikin Europe N.V.,Sourcing (Indirect),0,100,100
1876,"Deciphera Pharmaceuticals, LLC",Sourcing (Indirect),100,100,100
2779,"Ballard Road Development, LLC",P2O,100,100,100
2780,"Ballard Road Development, LLC",P2O,100,100,100
1886,D B Power Ltd.,Sourcing (Indirect),100,100,100
1442,"Deltek, Inc.",P2O,100,100,100
266,Dentsply,Sourcing (Indirect),32.8,32.8,32.8
266,Dentsply,Spend,34.5,34.5,34.5
266,Dentsply,Contract,32.8,32.8,32.8
1138,Dentsply,Projects,100,100,100
3766,"Dick's Sporting Goods, Inc",Sourcing (Indirect),0,15,15
3766,"Dick's Sporting Goods, Inc",Contract,0,15,15
3766,"Dick's Sporting Goods, Inc",Supplier,0,15,15
3766,"Dick's Sporting Goods, Inc",P2O,0,23.3,23.3
3766,"Dick's Sporting Goods, Inc",A/P,0,11.7,11.7
3766,"Dick's Sporting Goods, Inc",Projects,0,15,15
3766,"Dick's Sporting Goods, Inc",Click,0,5,5
3767,"Dick's Sporting Goods, Inc",Sourcing (Indirect),0,15,15
3767,"Dick's Sporting Goods, Inc",Contract,0,15,15
3767,"Dick's Sporting Goods, Inc",Supplier,0,15,15
3767,"Dick's Sporting Goods, Inc",P2O,0,23.3,23.3
3767,"Dick's Sporting Goods, Inc",A/P,0,11.7,11.7
3767,"Dick's Sporting Goods, Inc",Projects,0,15,15
3767,"Dick's Sporting Goods, Inc",Click,0,5,5
2027,Celanese Corporation,Sourcing (Indirect),50,50,50
2027,Celanese Corporation,Supplier,0,50,50
2027,Celanese Corporation,Other (Pendo),50,0,0
2028,Celanese Corporation,Sourcing (Indirect),20,20,20
2028,Celanese Corporation,Spend,20,20,20
2028,Celanese Corporation,Contract,15,15,15
2028,Celanese Corporation,Supplier,15,15,15
2028,Celanese Corporation,Projects,20,20,20
2028,Celanese Corporation,Cat WB,10,10,10
2028,Celanese Corporation,Other (Pendo),0,0,0
3525,DuPont,Spend,0,100,100
3526,DuPont,Spend,0,100,100
1235,DuPont,Sourcing (Indirect),12,12,12
1235,DuPont,Spend,12,12,12
1235,DuPont,Contract,12,12,12
1235,DuPont,Supplier,12,12,12
1235,DuPont,P2O,26.7,26.7,26.7
1235,DuPont,A/P,13.3,13.3,13.3
1235,DuPont,Projects,6,6,6
1235,DuPont,Cat WB,6,6,6
2049,The Dairy Farm Company Limited,Sourcing (Indirect),10.4,10.4,10.4
2049,The Dairy Farm Company Limited,Spend,21.3,21.3,21.3
2049,The Dairy Farm Company Limited,Contract,14.1,14.1,14.1
2049,The Dairy Farm Company Limited,P2O,29.5,29.5,29.5
2049,The Dairy Farm Company Limited,A/P,14.7,14.7,14.7
2049,The Dairy Farm Company Limited,Projects,10,10,10
2141,The Dairy Farm Company Limited,P2O,66,66,66
2141,The Dairy Farm Company Limited,A/P,34,34,34
2351,International Flavors and Fragrances,Spend,100,100,100
2361,"E&I Cooperative Services, Inc.",Spend,100,100,100
286,EcoLab,Sourcing (Indirect),11.5,11.5,11.5
286,EcoLab,Spend,32.7,32.7,32.7
286,EcoLab,Contract,11.5,11.5,11.5
286,EcoLab,Supplier,11.5,11.5,11.5
286,EcoLab,P2O,21.8,21.8,21.8
286,EcoLab,A/P,10.9,10.9,10.9
287,EcoLab,Supplier,100,100,100
3368,EcoLab,Sourcing (Indirect),11.5,11.5,11.5
3368,EcoLab,Spend,32.7,32.7,32.7
3368,EcoLab,Contract,11.5,11.5,11.5
3368,EcoLab,Supplier,11.5,11.5,11.5
3368,EcoLab,P2O,21.8,21.8,21.8
3368,EcoLab,A/P,10.9,10.9,10.9
2730,EcoLab,A/P,100,100,100
2801,EFS Facilities Services Group Ltd,Sourcing (Indirect),24,24,24
2801,EFS Facilities Services Group Ltd,Contract,24,24,24
2801,EFS Facilities Services Group Ltd,Supplier,24,24,24
2801,EFS Facilities Services Group Ltd,P2O,28,28,28
2802,EFS Facilities Services Group Ltd,Sourcing (Indirect),24,24,24
2802,EFS Facilities Services Group Ltd,Contract,24,24,24
2802,EFS Facilities Services Group Ltd,Supplier,24,24,24
2802,EFS Facilities Services Group Ltd,P2O,28,28,28
1915,Eliant Inventory Solutions LP,Nexxe (Other),100,100,100
1999,ELO Servicos S.A,Sourcing (Indirect),44.4,44.4,44.4
1999,ELO Servicos S.A,Contract,27.8,27.8,27.8
1999,ELO Servicos S.A,Supplier,27.8,27.8,27.8
2583,"Energy Vault, Inc.",Sourcing (Indirect),50,50,50
2583,"Energy Vault, Inc.",Contract,50,50,50
3845,Eni Energy Netherlands B.V,Sourcing (Indirect),0,50,50
3845,Eni Energy Netherlands B.V,Contract,0,50,50
3846,Eni Energy Netherlands B.V,Sourcing (Indirect),0,50,50
3846,Eni Energy Netherlands B.V,Contract,0,50,50
1583,ENMAX Corporation,Sourcing (Indirect),100,100,100
1274,Erste Group Bank AG,Sourcing (Indirect),15.4,15.4,15.4
1274,Erste Group Bank AG,Spend,22.8,22.8,22.8
1274,Erste Group Bank AG,Contract,15.4,15.4,15.4
1274,Erste Group Bank AG,Supplier,15.4,15.4,15.4
1274,Erste Group Bank AG,Projects,15.4,15.4,15.4
1274,Erste Group Bank AG,Cat WB,15.4,15.4,15.4
294,The Estee Lauder Companies,Spend,100,100,100
1135,European Bank for Reconstruction and Development,Sourcing (Indirect),23.3,23.3,23.3
1135,European Bank for Reconstruction and Development,Spend,6.7,6.7,6.7
1135,European Bank for Reconstruction and Development,Contract,23.3,23.3,23.3
