SOW_ID,SOW Name,Vertical,Region,Fees_Type,Revenue_Type,Segment_Type,Start_Date
2141,Dairy Farm - P2P Implementation,Telecom/Media/Tech,APAC,Fees,Implementation,Enterprise,5/1/2022
2351,IFF - Spend License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,12/1/2022
2361,E&I - Spend Enrichment_UCAL_Spend Upsell_2022 (license),Public Sector,North America,Fees,License,SMB,12/1/2022
286,"EcoLab, Inc. - License Fees",Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,3/1/2018
287,"EcoLab, Inc. - Implementation Fees",Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,3/1/2018
3368,"EcoLab, Inc. - Quantum Upgrade Implementation",Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,1/1/2025
2730,Ecolab - OCR License Fees,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,9/1/2023
2801,EFS Facilities - S2C License Fees,Other Services,Middle East,Fees,License,SMB,12/1/2023
2802,EFS Facilities - S2C Implementation Fees,Other Services,Middle East,Fees,Implementation,SMB,12/1/2023
1915,Eliant - Avnet Buy-Sell Software License,BFSI,North America,Fees,License,Enterprise,8/1/2022
1999,ELO - License Fees,BFSI,LATAM,Fees,License,SMB,4/1/2022
2583,Energy Vault - Sourcing & Contract License Fees,Automotive and Industrial,North America,Fees,License,SMB,6/1/2023
3845,ENI - Sourcing & Contract License,Chemicals/Oil/Gas/Resources,Europe,Fees,License,SMB,12/1/2025
3846,ENI - Sourcing & Contract Implementation,Chemicals/Oil/Gas/Resources,Europe,Fees,Implementation,SMB,1/1/2026
1583,ENMAX Corporation - Sourcing License,Other Services,North America,Fees,License,SMB,3/1/2021
1274,Erste Bank - License,BFSI,Europe,Fees,License,Enterprise,3/1/2020
294,Estee Lauder - License Fees,CPG & Retail,North America,Fees,License,Enterprise,12/1/2017
1135,Euro Bank for Recon & Dev (EBRD) - License,BFSI,Europe,Fees,License,SMB,11/1/2019
2582,Euro Bank for Recon & Dev (EBRD) - Addl. Support,BFSI,Europe,Fees,Implementation,SMB,6/1/2023
296,"Exelon Business Services Co., LLC - License",Other Services,North America,Fees,License,Enterprise,1/1/2017
3335,"Exelon Business Services Co., LLC - S2P License",Other Services,North America,Fees,License,Enterprise,1/1/2025
3453,"Exelon Business Services Co., LLC - S2P Implementation",Other Services,North America,Fees,Implementation,Enterprise,3/1/2025
3499,"Exelon Business Services Co., LLC - UAT License",Other Services,North America,Fees,License,Enterprise,4/1/2025
2135,"Exelon Business Services Co., LLC - UAT License Fees",Other Services,North America,Fees,License,Enterprise,5/1/2022
2134,"Exelon Business Services Co., LLC - UAT Implementation Fees",Other Services,North America,Fees,Implementation,Enterprise,5/1/2022
312,ExxonMobil - Steady State License Fees,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,1/1/2019
3495,ExxonMobil - Data Extraction,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,4/1/2025
316,ExxonMobil - Supplier Intelligence License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,11/1/2018
2246,ExxonMobil - Pendo License,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,11/1/2024
2247,ExxonMobil - Pendo Implementation,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,11/1/2022
2336,Eversheds - S2C License,Other Services,Europe,Fees,License,SMB,12/1/2022
2337,Eversheds - S2C Implementation,Other Services,Europe,Fees,Implementation,SMB,12/1/2022
3001,Fluxym (Ecosystem)  - Sourcing License,Public Sector,Europe,Fees,License,SMB,4/1/2024
3049,Fluxym (Ecosystem)  - Sourcing Implementation,Public Sector,Europe,Fees,Implementation,SMB,4/1/2024
3201,Fluxym (Ecosystem)  - Sourcing Implementation Travel,Public Sector,Europe,Travel,Implementation,SMB,8/1/2024
3879,Fluxym (Exotec) - Sourcing License,Public Sector,Europe,Fees,License,SMB,3/1/2026
1182,Roche - S2P License,Life Sciences,Europe,Fees,License,Enterprise,1/1/2020
2499,Roche - S2P UAT License,Life Sciences,Europe,Fees,License,Enterprise,1/1/2022
2500,Roche - S2P UAT Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,7/1/2023
2696,Roche - Extension for configuration changes for Deployments (post go-live),Life Sciences,Europe,Fees,Implementation,Enterprise,9/1/2023
2691,Roche - Core Template,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2024
3629,Roche - Core Template Extension,Life Sciences,Europe,Fees,Implementation,Enterprise,8/1/2025
2807,Roche - CR# 02 to MyBuy implementation  - HICIX,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2023
1900,Roche - Aspire Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2021
2608,Roche - Aspire Joint deployments,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2024
2607,Roche - Retrofit SOW,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2023
2812,Roche - Retrofit of ASPIRE Wave 1 RDG (Mannheim/ Penzberg),Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2023
2975,Roche - Retrofit of ASPIRE Wave 1 Spark,Life Sciences,Europe,Fees,Implementation,Enterprise,5/1/2024
2954,Roche - Retrofit of ASPIRE Wave 2 NALA GNE,Life Sciences,Europe,Fees,Implementation,Enterprise,3/1/2024
3106,Roche - Retrofit of ASPIRE Wave 3 EMEA,Life Sciences,Europe,Fees,Implementation,Enterprise,8/1/2024
3252,Roche - Retrofit of ASPIRE Wave 3 Glycart,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2024
3015,Roche - Wave B - Aspire EMEA Joint Deployment,Life Sciences,Europe,Fees,Implementation,Enterprise,7/1/2024
3254,Roche - Wave C - Retrofit of ASPIRE EMEA and APAC,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2024
3551,Roche - Wave D,Life Sciences,Europe,Fees,Implementation,Enterprise,5/1/2025
3751,Roche - Wave D Aspire EMEA and NALA,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2025
3594,Roche - Wave E,Life Sciences,Europe,Fees,Implementation,Enterprise,7/1/2025
3700,Roche - Wave E APAC,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
3661,Roche - Wave 11 China Pharma Retrofits,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
3681,Roche - Retrofit ASPIRE APAC Wave 10 Chugai,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2025
3593,Roche - NEXXE Aspire Rollout & Retrofits iCollab,Life Sciences,Europe,Fees,Implementation,Enterprise,6/1/2025
3815,Roche - Poseida integration  GNE,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2026
3816,Roche - Wave 6 (Dia Ops Rotkreuz & Ludwigsburg),Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
3817,Roche - 5a US Dia Ops,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
3818,Roche - CR2 Wave D,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
3833,Roche - SPARK Integration,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2026
2811,Roche - APAC RSS & Core China Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2023
1185,Roche - S2P  Implementation (travel),Life Sciences,Europe,Travel,Implementation,Enterprise,4/1/2020
2759,Roche - EMEA RDI and APAC RSS India Implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,11/1/2023
2067,Roche - Premium Support,Life Sciences,Europe,Fees,Implementation,Enterprise,3/1/2022
3630,Roche - Premium Support Extension,Life Sciences,Europe,Fees,Implementation,Enterprise,8/1/2025
1322,Roche - Pendo License,Life Sciences,Europe,Fees,License,Enterprise,4/1/2020
1377,Roche Diabetes - S2C license,Life Sciences,Europe,Fees,License,SMB,10/1/2020
1971,Roche Diabetes - Catalog license,Life Sciences,Europe,Fees,License,SMB,2/1/2022
2511,Roche Diabetes - Affiliates Implementation,Life Sciences,Europe,Fees,Implementation,SMB,4/1/2023
2476,Roche - S2P Accelerated My Buy DESIGN WP7,Life Sciences,Europe,Fees,Implementation,Enterprise,4/1/2023
2565,Roche - S2P Accelerated My Buy DESIGN WP8,Life Sciences,Europe,Fees,Implementation,Enterprise,9/1/2023
2350,Roche -Supply Chain Supplier Collaboration ,Life Sciences,Europe,Fees,Implementation,Enterprise,4/1/2024
3413,Roche - LumiraDx,Life Sciences,Europe,Fees,Implementation,Enterprise,6/1/2025
1558,Roche - NEXXE license,Life Sciences,Europe,Fees,License,Enterprise,1/1/2021
1559,Roche - NEXXE implementation,Life Sciences,Europe,Fees,Implementation,Enterprise,1/1/2021
3497,Roche - NEXXE implementation 2025,Life Sciences,Europe,Fees,Implementation,Enterprise,4/1/2025
3768,Roche - NEXXE implementation 2025/26,Life Sciences,Europe,Fees,Implementation,Enterprise,10/1/2025
3485,Roche - NEXXE UAT license,Life Sciences,Europe,Fees,License,Enterprise,4/1/2025
3840,Roche - NEXXE Aspire Rollout & Retrofits,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2025
2073,Roche - Supplier Enablement,Life Sciences,Europe,Fees,Implementation,Enterprise,3/1/2022
2512,Roche - iCollab,Life Sciences,Europe,Fees,Implementation,Enterprise,9/1/2023
2552,Roche - Chugai License Fees,Life Sciences,Europe,Fees,License,Enterprise,5/1/2023
2548,Roche - Chugai deployment,Life Sciences,Europe,Fees,Implementation,Enterprise,8/1/2023
3281,Roche Nexxe -Rollouts,Life Sciences,Europe,Fees,Implementation,Enterprise,12/1/2024
3278,Franke - GEP Assist license,Other Services,Europe,Fees,License,Enterprise,11/1/2024
2743,"F&G Annuities & Life - Sourcing, Supplier license",BFSI,North America,Fees,License,SMB,10/1/2023
2744,F&G Annuities & Life - Tealbook,BFSI,North America,Fees,License,SMB,10/1/2023
2745,"F&G Annuities & Life - Sourcing, Supplier & TealBook implementation",BFSI,North America,Fees,Implementation,SMB,10/1/2023
2084,Filtration - Spend & CWB License Fees,Automotive and Industrial,North America,Fees,License,SMB,4/1/2022
3425,Fisher & Paykel - S2P License Fees,Automotive and Industrial,APAC,Fees,License,Enterprise,3/1/2025
3426,Fisher & Paykel - S2P Implementation Fees,Automotive and Industrial,APAC,Fees,Implementation,Enterprise,3/1/2025
3427,Fisher & Paykel - Change Management Implementation,Automotive and Industrial,APAC,Fees,Implementation,Enterprise,3/1/2025
3242,FPL - S2P License,Energy & Utilities,North America,Fees,License,Enterprise,11/1/2024
3326,FPL - S2P License UAT 1,Energy & Utilities,North America,Fees,License,Enterprise,12/1/2024
3327,FPL - S2P License UAT 2,Energy & Utilities,North America,Fees,License,Enterprise,12/1/2024
3243,FPL - S2P Implementation,Other Services,North America,Fees,Implementation,Enterprise,12/1/2024
3382,FPL - S2P Implementation Travel,Other Services,North America,Travel,Implementation,Enterprise,12/1/2024
3508,FPL - Enhancement ,Energy & Utilities,North America,Fees,Implementation,Enterprise,6/1/2025
2363,Fluidra - Spend license,Automotive and Industrial,North America,Fees,License,SMB,1/1/2023
2364,Fluidra - Spend implementation,Automotive and Industrial,North America,Fees,Implementation,SMB,1/1/2023
1843,Fly Dubai - S2P License,Other Services,Middle East,Fees,License,Enterprise,10/1/2021
1844,Fly Dubai - S2P Implementation,Other Services,Middle East,Fees,Implementation,Enterprise,10/1/2021
2653,Fly Dubai - S2P Implementation Travel,Other Services,Middle East,Travel,Implementation,Enterprise,7/1/2023
2330,Dubai South - S2C license,Other Services,Middle East,Fees,License,Enterprise,12/1/2022
2331,Dubai South - S2C implementation,Other Services,Middle East,Fees,Implementation,Enterprise,12/1/2022
2504,Ubiquity - Contract License Fees,Other Services,North America,Fees,License,SMB,4/1/2023
367,General Mills - COE - License Fees,CPG & Retail,North America,Fees,License,Enterprise,1/1/2018
3723,Gentari - S2P License Fees,BFSI,APAC,Fees,License,SMB,10/1/2025
3724,Gentari - S2P Implmentation Fees,BFSI,APAC,Fees,Implementation,SMB,10/1/2025
2239,GEON Performance - Sourcing license,Chemicals/Oil/Gas/Resources,North America,Fees,License,SMB,8/1/2022
3190,GEICO - S2C License Fees,BFSI,North America,Fees,License,Enterprise,9/1/2024
3191,GEICO - S2C Implementation Fees,BFSI,North America,Fees,Implementation,Enterprise,9/1/2024
2895,GrafTech  - S2C License Fees,Automotive and Industrial,Europe,Fees,License,SMB,12/1/2023
2896,GrafTech  - S2C Implementation Fees,Automotive and Industrial,Europe,Fees,Implementation,SMB,2/1/2024
1169,Group SEB - License,CPG & Retail,Europe,Fees,License,SMB,12/1/2019
1170,Group SEB - Implementation,CPG & Retail,Europe,Fees,Implementation,SMB,1/1/2020
2916,Hamilton - Contract License Fees,Other Services,North America,Fees,License,SMB,2/1/2024
2937,Hamilton - Contract Implementation Fees,Other Services,North America,Fees,Implementation,SMB,2/1/2024
398,"Hanesbrands, Inc.  - License Fees",CPG & Retail,North America,Fees,License,Enterprise,7/1/2017
2708,Harrods - S2C License Fees,CPG & Retail,Europe,Fees,License,Enterprise,10/1/2023
2714,Harrods - S2C Implementation Fees,CPG & Retail,Europe,Fees,Implementation,Enterprise,9/1/2023
2520,Hastings Insurance - Supplier Management License Fees,BFSI,Europe,Fees,License,SMB,7/1/2023
2993,HCSC - License Fees,Life Sciences,North America,Fees,License,Enterprise,5/1/2024
2994,HCSC - Implementation Fees,Life Sciences,North America,Fees,Implementation,Enterprise,4/1/2024
3627,Hindalco - S2P License Fees,Other Services,APAC,Fees,License,Enterprise,8/1/2025
3628,Hindalco - S2P Implementation Fees,Other Services,APAC,Fees,Implementation,Enterprise,8/1/2025
2442,Hellenic - S2P License Fees,BFSI,Europe,Fees,License,SMB,2/1/2023
2443,Hellenic - S2P Implementation Fees,BFSI,Europe,Fees,Implementation,SMB,3/1/2023
2575,Hellenic - S2P Implementation Fees Travel,BFSI,Europe,Travel,Implementation,SMB,5/1/2023
3123,Hero - S2C License Fees,Automotive and Industrial,APAC,Fees,License,Enterprise,9/1/2024
3124,Hero - S2C Implementation Fees,Automotive and Industrial,APAC,Fees,Implementation,Enterprise,9/1/2024
3173,Heidelbercement - Sourcing License Fees,Chemicals/Oil/Gas/Resources,Europe,Fees,License,SMB,8/1/2024
3174,Heidelbercement - Sourcing Implementation Fees,Chemicals/Oil/Gas/Resources,Europe,Fees,Implementation,SMB,9/1/2024
2488,Hibiscus - Sourcing License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,4/1/2023
3561,Hibiscus - S2C License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,6/1/2025
3562,Hibiscus - S2C Implementation Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,SMB,7/1/2025
2958,Indorama Ventures Global Services Limited - Implementation Fees,Automotive and Industrial,North America,Fees,Implementation,Enterprise,3/1/2024
3378,Indorama Ventures Global Services Limited - Implementation Fees Travel,Automotive and Industrial,North America,Travel,Implementation,Enterprise,12/1/2024
2959,Indorama Ventures Global Services Limited - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,3/1/2024
3563,Indorama Ventures Global Services Limited - GEP Adapter License,Automotive and Industrial,North America,Fees,License,Enterprise,6/1/2025
3564,Indorama Ventures Global Services Limited - S/4 Instance,Automotive and Industrial,North America,Fees,Implementation,Enterprise,6/1/2025
3632,Indorama Ventures Global Services Limited - License P2P,Automotive and Industrial,North America,Fees,License,Enterprise,8/1/2025
3633,Indorama Ventures Global Services Limited - Implementation P2P,Automotive and Industrial,North America,Fees,Implementation,Enterprise,8/1/2025
3690,Indorama Ventures Global Services Limited - Premium Support,Automotive and Industrial,North America,Fees,Implementation,Enterprise,9/1/2025
2530,HPE - CR 3 Software,Other Services,North America,Fees,Implementation,Enterprise,2/1/2023
2603,HPE - One Network Implementation,Other Services,North America,Fees,Implementation,Enterprise,6/1/2023
2532,HPE - Buy Plan Supplier ID Ingestion Software,Other Services,North America,Fees,Implementation,Enterprise,4/1/2023
3484,HPE - RSP Visibility Expanding Fair Software,Other Services,North America,Fees,Implementation,Enterprise,5/1/2025
3676,HPE - Samsung Meta scope Software,Other Services,North America,Fees,Implementation,Enterprise,8/1/2025
2805,HPE - CR 7 Software,Other Services,North America,Fees,Implementation,Enterprise,2/1/2024
3084,HPE - Make In India Software,Other Services,North America,Fees,Implementation,Enterprise,1/1/2025
2839,HPE - 1N + Inv Mapping + RSP Bounding Effect Software,Other Services,North America,Fees,Implementation,Enterprise,11/1/2023
2256,HPE - License (Transaction) Fees,Other Services,North America,Fees,License,Enterprise,2/1/2023
3467,HPE - Inventory Aggregated QTY Software,Other Services,North America,Fees,Implementation,Enterprise,3/1/2025
3176,HPE - Automation PO Changes Software,Other Services,North America,Fees,Implementation,Enterprise,8/1/2024
3218,HPE - Order Promise Workbench Enhancement Software,Other Services,North America,Fees,Implementation,Enterprise,9/1/2024
1682,Hicom - Spend License,Automotive and Industrial,APAC,Fees,License,Enterprise,6/1/2021
3064,Hitachi - e auction license fee,Telecom/Media/Tech,APAC,Fees,License,Enterprise,7/1/2024
3066,Hitachi - e auction implementation fee TSO,Telecom/Media/Tech,APAC,Fees,Implementation,Enterprise,6/1/2024
408,"Hologic, Inc. - license fee",Life Sciences,North America,Fees,License,Enterprise,1/1/2017
3662,Hologic - Supplier Implementation,Life Sciences,North America,Fees,Implementation,Enterprise,8/1/2025
3590,Hologic - Sourcing Management with Automonous Sourcing License,Life Sciences,North America,Fees,License,Enterprise,7/1/2025
3591,Hologic - Sourcing Management with Automonous Sourcing Implementation,Life Sciences,North America,Fees,Implementation,Enterprise,7/1/2025
2679,Hunter Point Capital - Spend License,BFSI,North America,Fees,License,SMB,8/1/2023
2680,Hunter Point Capital - Spend Implementation,BFSI,North America,Fees,Implementation,SMB,8/1/2023
1803,Husqvarna - Sourcing License,CPG & Retail,North America,Fees,License,Enterprise,9/1/2021
2180,H2GS - S2C License Fees,Automotive and Industrial,North America,Fees,License,SMB,8/1/2022
3170,Heinz - Cost Drivers & Should Cost License Fees,Other Services,Europe,Fees,License,Enterprise,8/1/2024
3171,Heinz - Cost Drivers & Should Cost Implementation Fees,Other Services,Europe,Fees,Implementation,Enterprise,8/1/2024
2985,IAP World Services Inc License Fees,Other Services,North America,Fees,License,SMB,4/1/2024
2986,IAP World Services Inc Implementation Fees,Other Services,North America,Fees,Implementation,SMB,4/1/2024
3121,Idahoan Foods - S2P License Fees,CPG & Retail,North America,Fees,License,SMB,8/1/2024
3122,Idahoan Foods - S2P Implementation Fees,CPG & Retail,North America,Fees,Implementation,SMB,8/1/2024
429,IDEXX Laboratories - License Fees,Life Sciences,North America,Fees,License,Enterprise,1/1/2018
1229,IDEXX Laboratories - Sourcing License ,Life Sciences,North America,Fees,License,Enterprise,1/1/2020
431,II-VI - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2017
1834,IFFCO - Spend License,CPG & Retail,Middle East,Fees,License,Enterprise,9/1/2021
3455,Incitec - S2C License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,4/1/2025
3456,Incitec - S2C Implementation Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,Implementation,Enterprise,5/1/2025
3697,Incitec (Southern) - S2C License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,Enterprise,9/1/2025
3787,INEOS - S2P License Fees,Chemicals/Oil/Gas/Resources,Europe,Fees,License,Enterprise,1/1/2026
3788,INEOS - S2P Implementation Fees,Chemicals/Oil/Gas/Resources,Europe,Fees,Implementation,Enterprise,11/1/2025
437,Ingram - License Fee,Telecom/Media/Tech,North America,Fees,License,Enterprise,3/1/2018
3337,Insulet - Spend & Sourcing License Fees,Life Sciences,North America,Fees,License,SMB,12/1/2024
3338,Insulet - Spend & Sourcing Implementation Fees,Life Sciences,North America,Fees,Implementation,SMB,1/1/2025
439,"Integrated Micro Electronics, Inc. - License Fees",Telecom/Media/Tech,North America,Fees,License,SMB,10/1/2017
3003,ING - S2C License Fees,BFSI,Europe,Fees,License,Enterprise,4/1/2024
3004,ING - S2C Implementation Fees,BFSI,Europe,Fees,Implementation,Enterprise,5/1/2024
3379,ING - S2C Implementation Fees Travel,BFSI,Europe,Travel,Implementation,Enterprise,1/1/2025
3878,ING - P2P License Fees,BFSI,Europe,Fees,License,Enterprise,12/1/2025
3716,ING - P2P Implementation Fees,BFSI,Europe,Fees,Implementation,Enterprise,8/1/2025
3088,ING - Premium Support,BFSI,Europe,Fees,Implementation,Enterprise,6/1/2024
3044,IHG - S2C License Fees,Other Services,North America,Fees,License,Enterprise,5/1/2024
3045,IHG - S2C Implementation Fees,Other Services,North America,Fees,Implementation,Enterprise,5/1/2024
3383,IHG - S2C Implementation Fees Travel,Other Services,North America,Travel,Implementation,Enterprise,12/1/2024
3269,IHG - Whatfix License & Maintenance,Other Services,North America,Fees,License,Enterprise,10/1/2024
3270,IHG - Whatfix Implementation,Other Services,North America,Fees,Implementation,Enterprise,11/1/2024
444,International Monetary Fund (IMF) - License Fees,BFSI,North America,Fees,License,SMB,1/1/2017
2265,International Monetary Fund (IMF) - customer support upsell,BFSI,North America,Fees,Implementation,SMB,9/1/2022
2187,Interactive Brokers (IBG) - S2P License,BFSI,North America,Fees,License,Enterprise,7/1/2022
447,"Intuit, Inc. - License Fees",Telecom/Media/Tech,North America,Fees,License,Enterprise,11/1/2017
2097,ITA - S2C License fee,Other Services,Europe,Fees,License,Enterprise,4/1/2022
450,ITW - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2017
2866,Irwin Mitchell - S2P License Fees,Other Services,Europe,Fees,License,SMB,1/1/2024
2867,Irwin Mitchell - S2P Impl. Fees,Other Services,Europe,Fees,Implementation,SMB,1/1/2024
3310,JetBlue Airways - Spend License,Other Services,North America,Fees,License,Enterprise,4/1/2025
3311,JetBlue Airways - Spend Implementation,Other Services,North America,Fees,Implementation,Enterprise,1/1/2025
2087,JK Tyre - License Fees,Automotive and Industrial,APAC,Fees,License,SMB,5/1/2022
2088,JK Tyre - Implementation Fees,Automotive and Industrial,APAC,Fees,Implementation,SMB,5/1/2022
2169,Jefferies -  S2P License,BFSI,North America,Fees,License,Enterprise,7/1/2022
2260,Jefferies -  S2P Implementation,BFSI,North America,Fees,Implementation,Enterprise,10/1/2022
3874,Jefferies -  S2P Implementation Travel,BFSI,North America,Travel,Implementation,Enterprise,12/1/2025
2710,Jeld-Wen - S2C License Fees,Automotive and Industrial,North America,Fees,License,SMB,9/1/2023
2711,Jeld-Wen - S2C Implementation Fees,Automotive and Industrial,North America,Fees,Implementation,SMB,9/1/2023
3146,Jeld-Wen UK - S2C License Fees,Automotive and Industrial,North America,Fees,License,SMB,10/1/2024
3147,Jeld-Wen UK - S2C Implementation Fees,Automotive and Industrial,North America,Fees,Implementation,SMB,10/1/2024
2761,JPMorgan Chase - TPRM License (Design Phase),BFSI,North America,Fees,License,Enterprise,10/1/2023
2762,JPMorgan Chase - TPRM Implementation (Design Phase),BFSI,North America,Fees,Implementation,Enterprise,10/1/2023
2908,JPMorgan Chase - TPRM Implementation (Design Phase) Travel,BFSI,North America,Travel,Implementation,Enterprise,12/1/2023
476,"Johnson Controls, Inc. - License Fees",Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2017
477,"Johnson Controls, Inc. - Implementation",Automotive and Industrial,North America,Fees,Implementation,Enterprise,6/1/2017
523,Kellogg Technology - License,CPG & Retail,North America,Fees,License,Enterprise,1/1/2017
524,Kellogg Technology - Implementation,CPG & Retail,North America,Fees,Implementation,Enterprise,1/1/2017
3235,Kellogg Technology - S4HANA Implementation,CPG & Retail,North America,Fees,Implementation,Enterprise,10/1/2024
2991,WK Kellogg Technology - License,CPG & Retail,North America,Fees,License,Enterprise,4/1/2024
2992,WK Kellogg Technology - Implementation,CPG & Retail,North America,Fees,Implementation,Enterprise,4/1/2024
3511,Keyera - S2P license,Chemicals/Oil/Gas/Resources,North America,Fees,License,Enterprise,5/1/2025
3512,Keyera - S2P implemenation,Chemicals/Oil/Gas/Resources,North America,Fees,Implementation,Enterprise,5/1/2025
3871,Keyera - S2P implemenation Travel,Chemicals/Oil/Gas/Resources,North America,Travel,Implementation,Enterprise,12/1/2025
1035,Kiewit  - License Fee,Other Services,North America,Fees,License,Enterprise,6/1/2019
3179,Kiewit  - UAT Instance Projects & Sourcing Implementation,Other Services,North America,Fees,Implementation,Enterprise,8/1/2024
3187,Kiewit - S4Hana UAT License,Other Services,North America,Fees,License,Enterprise,8/1/2024
3188,Kiewit - S4Hana Implementation,Other Services,North America,Fees,Implementation,Enterprise,8/1/2024
1222,Kiewit  - Contracts License Fee,Other Services,North America,Fees,License,Enterprise,6/1/2020
3575,Kingston - P2O license fees,Other Services,North America,Fees,License,SMB,7/1/2025
3266,Kuka - Strategic Cost Management Program Software License,Automotive and Industrial,Europe,Fees,License,Enterprise,10/1/2024
3267,Kuka - Strategic Cost Management Program Software Implementation,Automotive and Industrial,Europe,Fees,Implementation,Enterprise,10/1/2024
2339,PISA - License Fees,Life Sciences,LATAM,Fees,License,SMB,12/1/2022
552,Laredo Petroleum - License Fee,Chemicals/Oil/Gas/Resources,North America,Fees,License,SMB,9/1/2018
2893,LCEC - S2C License Fees,Other Services,North America,Fees,License,SMB,4/1/2024
2894,LCEC - S2C Implementation Fees,Other Services,North America,Fees,Implementation,SMB,5/1/2024
558,Legal & General - License fee,Other Services,Europe,Fees,License,Enterprise,11/1/2018
561,Lennox International  - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,12/1/2017
1717,Lenovo - License S2C Fees,CPG & Retail,APAC,Fees,License,Enterprise,7/1/2021
1718,Lenovo - Implementation Fees,CPG & Retail,APAC,Fees,Implementation,Enterprise,7/1/2021
2160,Liberty Global - S2C & Click License,Telecom/Media/Tech,Europe,Fees,License,SMB,6/1/2022
2161,Liberty Global - S2C & Click Implementation,Telecom/Media/Tech,Europe,Fees,Implementation,SMB,6/1/2022
567,"Lions Gate Entertainment, Inc. - License Fees",Telecom/Media/Tech,North America,Fees,License,SMB,12/1/2017
3222,Linde India - Sourcing License Fees,Chemicals/Oil/Gas/Resources,APAC,Fees,License,SMB,12/1/2024
2223,LKQ - S2C License Fee,Automotive and Industrial,Europe,Fees,License,SMB,8/1/2022
2598,Lotuss Stores - Sourcing License Fees,CPG & Retail,APAC,Fees,License,Enterprise,6/1/2023
2305,LSG GROUP - Sourcing/Projects/Contracts license,Other Services,Europe,Fees,License,Enterprise,11/1/2022
573,Macy's Corporate Services - License Fees,CPG & Retail,North America,Fees,License,Enterprise,12/1/2017
875,Macy's Corporate Services - License Fees (S2C less Spend),CPG & Retail,North America,Fees,License,Enterprise,12/1/2018
1021,Macy's Corporate Services - Implementation Fees (S2C less Spend) - Travel,CPG & Retail,North America,Travel,Implementation,Enterprise,5/1/2019
580,Masco - License Fees,Automotive and Industrial,North America,Fees,License,Enterprise,1/1/2017
1901,Masco - Supplier License,Automotive and Industrial,North America,Fees,License,Enterprise,11/1/2021
581,Masco - Supply Chain Analyst,Automotive and Industrial,North America,Fees,Implementation,Enterprise,1/1/2017
2058,Delta Faucet - Sourcing & Supplier License,Automotive and Industrial,North America,Fees,License,Enterprise,3/1/2022
2059,Delta Faucet - Sourcing & Supplier Implementation,Automotive and Industrial,North America,Fees,Implementation,Enterprise,8/1/2022
2879,Marriot - CLM License Fees,Other Services,North America,Fees,License,Enterprise,12/1/2023
2880,Marriot - CLM Implementation Fees,Other Services,North America,Fees,Implementation,Enterprise,1/1/2024
1846,Mattress Firm - Spend & Contract License,CPG & Retail,North America,Fees,License,Enterprise,10/1/2021
2142,Mattress Firm - Sourcing & Projects License,CPG & Retail,North America,Fees,License,Enterprise,6/1/2022
